time,var1,var2,skew1,skew2,kurt1,kurt2,entropy1,entropy2,entropy change1,entropy change2,Shr_stress,TTsF,TTeF
6603.434376,11.04885672,15.43268623,-0.004284252,0.024547581,4.662611969,4.553902004,3.7729609,4.0094075,0.35743543,0.47384007,5.82918236,1.1,2.4
6603.534366,11.2613529,15.84359056,-0.009375872,0.025848385,4.649856895,4.512660103,3.7864468,4.0284057,0.35752618,0.51431417,5.83193913,1,2.3
6603.634357,11.47226243,16.31195322,-0.011746029,0.02322402,4.592886734,4.693886941,3.7999844,4.0491243,0.40295866,0.54169567,5.83480093,0.9,2.2
6603.734387,11.73032459,16.82606378,-0.013963302,0.024048756,4.624554458,4.775393174,3.8152967,4.0710583,0.42333959,0.51235858,5.83660202,0.8,2.1
6603.834377,12.00727482,17.30304943,-0.016340937,0.02601782,4.697361111,4.645259218,3.8314484,4.0919167,0.44040827,0.61532284,5.83806705,0.7,2
6603.934368,12.25649215,17.92984594,-0.017402053,0.028586705,3.987917098,4.780807657,3.8483224,4.1170952,0.55006679,0.69931958,5.84033023,0.6,1.9
6604.034358,12.64774554,18.65738687,-0.014074615,0.034269909,4.254746985,4.698543051,3.8694908,4.1458868,0.55841963,0.80377877,5.84108638,0.5,1.8
6604.134388,13.03586802,19.55955501,-0.012689571,0.038294181,4.233064271,4.731363831,3.8910988,4.1792106,0.73977704,0.90326536,5.84244639,0.4,1.7
6604.234379,13.5815876,20.8158832,-0.011104085,0.067851616,4.330456902,14.60044369,3.9198842,4.2169599,0.78207217,0.98624818,5.8435806,0.3,1.6
6604.334369,14.17245827,22.04729781,-0.017075669,0.061558996,4.348886001,13.50162473,3.9505405,4.2585496,0.92203354,1.1331754,5.84390616,0.2,1.5
6604.434399,14.91783215,23.60458288,-0.019078507,0.05503683,4.385047056,12.46768529,3.9869658,4.3068065,1.2232995,1.444006,5.84425798,0.1,1.4
6604.534389,15.97921159,25.73888804,-0.030017724,0.053846615,4.366569542,11.1796075,4.0357384,4.368997,1.7076963,1.9859834,5.84363836,0,1.3
6604.63438,17.67218737,29.29601896,-0.042206561,0.040832098,4.707798976,11.44970781,4.1046565,4.4557646,2.4409587,2.5988609,5.8427982,6.101,1.2
6604.73437,20.47792042,34.63108993,-0.047520174,0.054391115,4.973452781,9.729646035,4.2048495,4.5715637,3.4534869,3.6393894,5.84109688,6.001,1.1
6604.8344,25.76665004,44.82283491,-0.021057004,0.089645445,11.11687353,9.091945036,4.3500634,4.7379407,3.1006829,3.2611688,5.83791477,5.901,1
6604.934391,31.37994717,56.63032967,-0.021176393,0.14567686,10.05227785,19.89646805,4.4849451,4.8924529,1.3513211,1.4140763,5.83396077,5.801,0.9
6605.034381,33.86442664,61.61475008,-0.00301938,0.131544317,9.401918339,18.2574329,4.5455511,4.961636,0.42445559,0.44289453,5.82706096,5.701,0.8
6605.134411,34.5983111,63.08855043,0.002184122,0.12140832,9.091091259,17.58455379,4.564845,4.9836108,0.043554049,0.057462536,5.81631216,5.601,0.7
6605.234402,34.67219341,63.12576465,-0.001235392,0.099929122,9.048481477,16.54878335,4.5668331,4.9864745,0.21428803,0.21165678,5.79703049,5.501,0.6
6605.334392,34.29091856,62.48551429,-0.004119125,0.08630073,9.178411712,16.88443729,4.557047,4.9759203,0.38912689,0.44164434,5.76169126,5.401,0.5
6605.434383,33.64546309,61.17298331,-0.003881541,0.071827743,9.45546406,17.57340287,4.5393143,4.9539444,0.69861682,0.78101447,5.72500777,5.301,0.4
6605.534413,32.52452253,58.92733101,-0.011154778,0.070302169,9.979021272,18.80327988,4.5076018,4.9152534,1.1627097,1.3312583,5.70958558,5.201,0.3
6605.634403,30.69269047,55.04643065,-0.016702869,0.082830635,10.82500181,20.73539139,4.4551915,4.8498187,1.9743619,2.1327792,5.70454462,5.101,0.2
6605.734394,27.65063314,49.25444401,-0.023061229,0.099004808,12.47101789,25.09839047,4.3672299,4.7463827,3.4733146,3.7598345,5.7028433,5.001,0.1
6605.834424,22.11157371,38.57052225,-0.05222233,0.121351628,8.605517501,36.48443232,4.2155423,4.5679266,4.5063405,4.9530139,5.70362045,4.901,0
6605.934414,16.14209177,26.04764921,-0.030693537,0.026466491,6.343239354,12.73418345,4.0255756,4.3416766,3.1723636,3.6272453,5.70442385,4.801,6.101
6606.034405,13.17265154,20.15625796,-0.029705224,0.025644751,3.972399126,7.410078831,3.8978697,4.1841933,1.7799266,2.2224118,5.70710186,4.701,6.001
6606.134395,11.9153409,17.56180736,-0.022628467,0.034949565,3.76106338,6.893883933,3.8284905,4.0912033,1.1667506,1.6143312,5.70911299,4.601,5.901
6606.234425,11.18924437,15.92982633,-0.023587044,0.029942884,3.820657332,6.344289418,3.7838215,4.0251577,0.76158421,1.0822985,5.71293572,4.501,5.801
6606.334415,10.74608379,14.93683704,-0.016267024,0.036847144,3.817022909,5.958298219,3.7550046,3.9815935,0.55580694,0.8034894,5.71539319,4.401,5.701
6606.434406,10.43180128,14.20380791,-0.008662666,0.040965297,3.766243295,5.136644597,3.734134,3.9496018,0.36971381,0.54679712,5.71788216,4.301,5.601
6606.534436,10.24668839,13.78155806,-0.009410279,0.040615442,4.229512419,5.160611689,3.7203284,3.9280055,0.29379954,0.39619041,5.72130582,4.201,5.501
6606.634426,10.0861702,13.46456584,-0.008806833,0.041650739,4.178376794,4.475044514,3.7093981,3.9124431,0.21682317,0.31784718,5.72467171,4.101,5.401
6606.734417,9.9765936,13.24156529,-0.009093831,0.039614501,4.213355214,4.531224656,3.7013552,3.9000075,0.24042418,0.28998348,5.72789582,4.001,5.301
6606.834407,9.848989631,13.03179841,-0.012338195,0.035745554,4.178648903,4.540285514,3.6924563,3.8886982,0.12201194,0.24207668,5.73124071,3.901,5.201
6606.934437,9.79069595,12.85478134,-0.013909727,0.032325697,4.207308199,4.440294959,3.687951,3.8792845,0.10246697,0.18325217,5.7346381,3.801,5.101
6607.034428,9.743918395,12.71952224,-0.009289174,0.030545968,4.327808757,4.358266621,3.6841721,3.8721757,0.084249429,0.180224,5.73861836,3.701,5.001
6607.134418,9.721222477,12.5910911,-0.012256065,0.027610199,4.587980339,4.314848219,3.6810682,3.8651971,0.09502101,0.083692292,5.74199476,3.601,4.901
6607.234448,9.657734204,12.54613876,-0.013961424,0.027971452,4.31855193,4.441262577,3.6775704,3.8619622,0.059074706,0.067357494,5.74463601,3.501,4.801
6607.334438,9.629696704,12.52861,-0.014637806,0.028534468,4.330098819,4.744211596,3.6753979,3.8593609,0.049438723,0.081438078,5.74837997,3.401,4.701
6607.434429,9.605007541,12.47482973,-0.015022854,0.028748518,4.327268462,4.753191192,3.6735808,3.8562179,0.047457314,0.042664823,5.75191915,3.301,4.601
6607.534419,9.567703726,12.44593079,-0.012496046,0.026765512,3.802855302,4.745820589,3.6718375,3.8545726,0.027874912,0.03694971,5.75539531,3.201,4.501
